time;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value
0.000000;0.00;70.00
0.010000;0.00;70.00
0.020000;0.00;70.00
0.030000;0.00;70.00
0.040000;0.00;70.00
0.050000;0.00;70.00
0.060000;0.00;70.00
0.070000;0.00;70.00
0.080000;0.00;70.00
0.090000;0.00;70.00
0.100000;0.00;70.00
0.110000;0.00;70.00
0.120000;0.00;70.00
0.130000;0.00;70.00
0.140000;0.00;70.00
0.150000;0.00;70.00
0.160000;0.00;70.00
0.170000;0.00;70.00
0.180000;0.00;70.00
0.190000;0.00;70.00
0.200000;0.00;70.00
0.210000;0.00;70.00
0.220000;0.00;70.00
0.230000;0.00;70.00
0.240000;0.00;70.00
0.250000;0.00;70.00
0.260000;0.00;70.00
0.270000;0.00;70.00
0.280000;0.00;70.00
0.290000;0.00;70.00
0.300000;0.00;70.00
0.310000;0.00;70.00
0.320000;0.00;70.00
0.330000;0.00;70.00
0.340000;0.00;70.00
0.350000;0.00;70.00
0.360000;0.00;70.00
0.370000;0.00;70.00
0.380000;0.00;70.00
0.390000;0.00;70.00
0.400000;0.00;70.00
0.410000;0.00;70.00
0.420000;0.00;70.00
0.430000;0.00;70.00
0.440000;0.00;70.00
0.450000;0.00;70.00
0.460000;0.00;70.00
0.470000;0.00;70.00
0.480000;0.00;70.00
0.490000;0.00;70.00
0.500000;0.00;70.00
0.510000;0.00;70.00
0.520000;0.00;70.00
0.530000;0.00;70.00
0.540000;0.00;70.00
0.550000;0.00;70.00
0.560000;0.00;70.00
0.570000;0.00;70.00
0.580000;0.00;70.00
0.590000;0.00;70.00
0.600000;0.00;70.00
0.610000;0.00;70.00
0.620000;0.00;70.00
0.630000;0.00;70.00
0.640000;0.00;70.00
0.650000;0.00;70.00
0.660000;0.00;70.00
0.670000;0.00;70.00
0.680000;0.00;70.00
0.690000;0.00;70.00
0.700000;0.00;70.00
0.710000;0.00;70.00
0.720000;0.00;70.00
0.730000;0.00;70.00
0.740000;0.00;70.00
0.750000;0.00;70.00
0.760000;0.00;70.00
0.770000;0.00;70.00
0.780000;0.00;70.00
0.790000;0.00;70.00
0.800000;0.00;70.00
0.810000;0.00;70.00
0.820000;0.00;70.00
0.830000;0.00;70.00
0.840000;0.00;70.00
0.850000;0.00;70.00
0.860000;0.00;70.00
0.870000;0.00;70.00
0.880000;0.00;70.00
0.890000;0.00;70.00
0.900000;0.00;70.00
0.910000;0.00;70.00
0.920000;0.00;70.00
0.930000;0.00;70.00
0.940000;0.00;70.00
0.950000;0.00;70.00
0.960000;0.00;70.00
0.970000;0.00;70.00
0.980000;0.00;70.00
0.990000;0.00;70.00
1.000000;0.00;70.00
1.010000;0.00;70.00
1.020000;0.00;70.00
1.030000;0.00;70.00
1.040000;0.00;70.00
1.050000;0.00;70.00
1.060000;0.00;70.00
1.070000;0.00;70.00
1.080000;0.00;70.00
1.090000;0.00;70.00
1.100000;0.00;70.00
1.110000;0.00;70.00
1.120000;0.00;70.00
1.130000;0.00;70.00
1.140000;0.00;70.00
1.150000;0.00;70.00
1.160000;0.00;70.00
1.170000;0.00;70.00
1.180000;0.00;70.00
1.190000;0.00;70.00
1.200000;0.00;70.00
1.210000;0.00;70.00
1.220000;0.00;70.00
1.230000;0.00;70.00
1.240000;0.00;70.00
1.250000;0.00;70.00
1.260000;0.00;70.00
1.270000;0.00;70.00
1.280000;0.00;70.00
1.290000;0.00;70.00
1.300000;0.00;70.00
1.310000;0.00;70.00
1.320000;0.00;70.00
1.330000;0.00;70.00
1.340000;0.00;70.00
1.350000;0.00;70.00
1.360000;0.00;70.00
1.370000;0.00;70.00
1.380000;0.00;70.00
1.390000;0.00;70.00
1.400000;0.00;70.00
1.410000;0.00;70.00
1.420000;0.00;70.00
1.430000;0.00;70.00
1.440000;0.00;70.00
1.450000;0.00;70.00
1.460000;0.00;70.00
1.470000;0.00;70.00
1.480000;0.00;70.00
1.490000;0.00;70.00
1.500000;0.00;70.00
1.510000;0.00;70.00
1.520000;0.00;70.00
1.530000;0.00;70.00
1.540000;0.00;70.00
1.550000;0.00;70.00
1.560000;0.00;70.00
1.570000;0.00;70.00
1.580000;0.00;70.00
1.590000;0.00;70.00
1.600000;0.00;70.00
1.610000;0.00;70.00
1.620000;0.00;70.00
1.630000;0.00;70.00
1.640000;0.00;70.00
1.650000;0.00;70.00
1.660000;0.00;70.00
1.670000;0.00;70.00
1.680000;0.00;70.00
1.690000;0.00;70.00
1.700000;0.00;70.00
1.710000;0.00;70.00
1.720000;0.00;70.00
1.730000;0.00;70.00
1.740000;0.00;70.00
1.750000;0.00;70.00
1.760000;0.00;70.00
1.770000;0.00;70.00
1.780000;0.00;70.00
1.790000;0.00;70.00
1.800000;0.00;70.00
1.810000;0.00;70.00
1.820000;0.00;70.00
1.830000;0.00;70.00
1.840000;0.00;70.00
1.850000;0.00;70.00
1.860000;0.00;70.00
1.870000;0.00;70.00
1.880000;0.00;70.00
1.890000;0.00;70.00
1.900000;0.00;70.00
1.910000;0.00;70.00
1.920000;0.00;70.00
1.930000;0.00;70.00
1.940000;0.00;70.00
1.950000;0.00;70.00
1.960000;0.00;70.00
1.970000;0.00;70.00
1.980000;0.00;70.00
1.990000;0.00;70.00
2.000000;0.00;70.00
2.010000;0.00;70.00
2.020000;0.00;70.00
2.030000;0.00;70.00
2.040000;0.00;70.00
2.050000;0.00;70.00
2.060000;0.00;70.00
2.070000;0.00;70.00
2.080000;0.00;70.00
2.090000;0.00;70.00
2.100000;0.00;70.00
2.110000;0.00;70.00
2.120000;0.00;70.00
2.130000;0.00;70.00
2.140000;0.00;70.00
2.150000;0.00;70.00
2.160000;0.00;70.00
2.170000;0.00;70.00
2.180000;0.00;70.00
2.190000;0.00;70.00
2.200000;0.00;70.00
2.210000;0.00;70.00
2.220000;0.00;70.00
2.230000;0.00;70.00
2.240000;0.00;70.00
2.250000;0.00;70.00
2.260000;0.00;70.00
2.270000;0.00;70.00
2.280000;0.00;70.00
2.290000;0.00;70.00
2.300000;0.00;70.00
2.310000;0.00;70.00
2.320000;0.00;70.00
2.330000;0.00;70.00
2.340000;0.00;70.00
2.350000;0.00;70.00
2.360000;0.00;70.00
2.370000;0.00;70.00
2.380000;0.00;70.00
2.390000;0.00;70.00
2.400000;0.00;70.00
2.410000;0.00;70.00
2.420000;0.00;70.00
2.430000;0.00;70.00
2.440000;0.00;70.00
2.450000;0.00;70.00
2.460000;0.00;70.00
2.470000;0.00;70.00
2.480000;0.00;70.00
2.490000;0.00;70.00
2.500000;0.00;70.00
2.510000;0.00;70.00
2.520000;0.00;70.00
2.530000;0.00;70.00
2.540000;0.00;70.00
2.550000;0.00;70.00
2.560000;0.00;70.00
2.570000;0.00;70.00
2.580000;0.00;70.00
2.590000;0.00;70.00
2.600000;0.00;70.00
2.610000;0.00;70.00
2.620000;0.00;70.00
2.630000;0.00;70.00
2.640000;0.00;70.00
2.650000;0.00;70.00
2.660000;0.00;70.00
2.670000;0.00;70.00
2.680000;0.00;70.00
2.690000;0.00;70.00
2.700000;0.00;70.00
2.710000;0.00;70.00
2.720000;0.00;70.00
2.730000;0.00;70.00
2.740000;0.00;70.00
2.750000;0.00;70.00
2.760000;0.00;70.00
2.770000;0.00;70.00
2.780000;0.00;70.00
2.790000;0.00;70.00
2.800000;0.00;70.00
2.810000;0.00;70.00
2.820000;0.00;70.00
2.830000;0.00;70.00
2.840000;0.00;70.00
2.850000;0.00;70.00
2.860000;0.00;70.00
2.870000;0.00;70.00
2.880000;0.00;70.00
2.890000;0.00;70.00
2.900000;0.00;70.00
2.910000;0.00;70.00
2.920000;0.00;70.00
2.930000;0.00;70.00
2.940000;0.00;70.00
2.950000;0.00;70.00
2.960000;0.00;70.00
2.970000;0.00;70.00
2.980000;0.00;70.00
2.990000;0.00;70.00
3.000000;0.00;70.00
3.010000;0.00;70.00
3.020000;0.00;70.00
3.030000;0.00;70.00
3.040000;0.00;70.00
3.050000;0.00;70.00
3.060000;0.00;70.00
3.070000;0.00;70.00
3.080000;0.00;70.00
3.090000;0.00;70.00
3.100000;0.00;70.00
3.110000;0.00;70.00
3.120000;0.00;70.00
3.130000;0.00;70.00
3.140000;0.00;70.00
3.150000;0.00;70.00
3.160000;0.00;70.00
3.170000;0.00;70.00
3.180000;0.00;70.00
3.190000;0.00;70.00
3.200000;0.00;70.00
3.210000;0.00;70.00
3.220000;0.00;70.00
3.230000;0.00;70.00
3.240000;0.00;70.00
3.250000;0.00;70.00
3.260000;0.00;70.00
3.270000;0.00;70.00
3.280000;0.00;70.00
3.290000;0.00;70.00
3.300000;0.00;70.00
3.310000;0.00;70.00
3.320000;0.00;70.00
3.330000;50.00;70.00
3.340000;50.00;70.00
3.350000;50.00;70.00
3.360000;50.00;70.00
3.370000;50.00;70.00
3.380000;50.00;70.00
3.390000;50.00;70.00
3.400000;50.00;70.00
3.410000;50.00;70.00
3.420000;50.00;70.00
3.430000;50.00;70.00
3.440000;50.00;70.00
3.450000;50.00;70.00
3.460000;50.00;70.00
3.470000;50.00;70.00
3.480000;50.00;70.00
3.490000;50.00;70.00
3.500000;50.00;70.00
3.510000;50.00;70.00
3.520000;50.00;70.00
3.530000;50.00;70.00
3.540000;50.00;70.00
3.550000;50.00;70.00
3.560000;50.00;70.00
3.570000;50.00;70.00
3.580000;50.00;70.00
3.590000;50.00;70.00
3.600000;50.00;70.00
3.610000;50.00;70.00
3.620000;50.00;70.00
3.630000;50.00;70.00
3.640000;50.00;70.00
3.650000;50.00;70.00
3.660000;50.00;70.00
3.670000;50.00;70.00
3.680000;50.00;70.00
3.690000;50.00;70.00
3.700000;50.00;70.00
3.710000;50.00;70.00
3.720000;50.00;70.00
3.730000;50.00;70.00
3.740000;50.00;70.00
3.750000;50.00;70.00
3.760000;50.00;70.00
3.770000;50.00;70.00
3.780000;50.00;70.00
3.790000;50.00;70.00
